,"Post-op Sz Freedom (Engel Ia, Ib; ILAE 1, 2)","Concordant Neurophys & Imaging (MRI, PET, SPECT)",sEEG (y) and/or ES (ES),Reference,Relevant Tot Sample,Tot Pt included,Reported Semiology,Semiology Category,Ground truth description,Lateralising,CL,IL,BL (Non-lateralising),DomH,NonDomH,Localising,Reported Localisation,TL,Anterior (temporal pole),Lateral Temporal,"STG (includes Transverse Temporal Gyrus, Both Planum)","Transverse Temporal Gyrus (Heschl's, BA 41,  42, ?opercula)",Planum Temporale,Planum Polare,MTG,ITG,Mesial Temporal,Ant Mesial Temporal,Post Mesial Temporal,Enthorinal Cortex,Fusiform,AMYGD,PARAHIPPOCAMPUS,HIPPOCAMPUS,Posterior Temporal,Basal (including Fusiform OTMG),OTMG (fusiform),FL,frontal pole,"Pre-frontal (BA 8, 9, 10, 11, 12, 13, 14, 24, 25, 32, 44, 45, 46, 47)","DL-PFC (BA 46) (include subgroups BA 9, 8, 10 - frontopolar/anterior prefrontal)",gyrus rectus (basal = gyrus rectus and OFC),"Orbito-frontal (BA 10, 11, 12/47) (basal = gyrus rectus and OFC)",Post OF,Lat OF,Med OF,Medial Frontal (include medial premotor and its constituents as its subsets),"Primary Motor Cortex (Pre-central gyrus, BA 4, Rolandic)",medial precentral,Rolandic Operculum (low BA4),SFG (F1),Med SFG,Post SFG,Ant SFG,MFG (F2),Ant MFG,Mid MFG,Post MFG,"IFG (F3)
(BA 44,45,47)","Pars orbitalis (subgroup of IFG)
(BA 47)",Pars Triangularis (subgroup IFG),"Pars opercularis (BA 44)(subgroup IFG, ?opercula)",Premotor frontal (posterior frontal),"Ant Premotor (BA 8, frontal-eye-fields)","Lateral Premotor
(BA 6)",Medial Premotor (including pre SMA),"SMA (pre-central gyrus; posterior SFG, MFG)",SSMA,CING,Cingulum (WM),"Ant Cing (frontal, genu)",Dorsal Ant Cing (BA 32),Middle Cingulate,Post Cing,Isthmus,PL,Primary Sensory Cortex (post-central gyrus),medial anterior parietal,Sup. pariet. lobule,Precuneus (medial post sup parietal lobule),Inferior Parietal Lobule,Supramarg gyrus (post part of parietal operculum),Angular gyrus (BA 39),parietal operculum (ceiling of secondary somatosensory cortex),OL,Mesial Occipital,Lingual gyrus  (medial and basal),Cuneus,"Lateral Occipital (SOG, IOG, LOG)",Posterior Occipital Gyrus,Superior Occipital Gyrus,INSULA,Ant Ins,Anterior Short Gyrus,Middle Short Gyrus,Post short gyrus,Precentral gyrus,Postcentral gyrus,Posterior long gyrus,Hypothalamus,Sub-Callosal Cortex,Cerebellum,Hemisphere,Vermis,FT,TO,TP,FTP,TPO Junction,PO,FP,Perisylvian,paper including paediatric  age group (0-17) or individual data from pt 0-17,paediatric subgroup <7 years (0-6 yrs) y/n,# tot pt in the paper,# pt excluded,# pt sz free post-surg,Cortical Stimulation (CS),Spontaneous Semiology (SS),Epilepsy Topology (ET),"Other factors (e.g. Abs, genetic mutations)",Year,Color,Labels,Priors,AGE,OTHER,SemioDict Key
301,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,Groan,Vocalisation,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Vocalisation
302,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,Scream,Vocalisation,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,,Vocalisation
303,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,talking asking for help,Ictal Speech,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,,Ictal Speech
304,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,"piloerection, pallor, mydriasis, rubefaction, cold, thirst","Autonomic (piloerection, flush)",sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,4.0,,2.0,1.0,,,,,,,,3.0,,,,,3.0,,2.0,,,,0.6666666666666666,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Autonomous-Vegetative
305,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,agitation,agitation,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,3.0,,1.2,1.0,,,,,,,,2.0,,,,,2.0,,2.0,,,,0.6,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Complex Behavioural
306,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,leg beating,Hypermotor,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,3.0,,1.7999999999999998,1.0,,,,,,,,3.0,,,,,3.0,,2.0,,,,0.6,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
307,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,R arm tonic,Tonic,sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,1.0,,0.3333333333333333,,,,,,,,,1.0,,,,,1.0,,1.0,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
308,,,y,"Biraben A, Taussig D, Thomas P, Even C, Vignal JP, Scarabin JM, et al. Fear as the main feature of epileptic seizures. J Neurol Neurosurg Psychiatry 2001; 70(2): 186-91.",,,early oroalimentary automatisms,Automatisms (Oral),sEEG (all seizure free but follow up >12months in 4 of 6),,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2001,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
309,,y,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",9,8.0,"Dacrystic (yelling, lacrimation, grimacing, sobbing, sad facial expression)",Dacrystic,concordant EEG and MRI,,,,,,,7.0,,2.625,,,,,,,,,2.0,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,9.0,1,1,,y,,,2012,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Mimetic Automatisms
310,,y,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Gelastic,Gelastic,concordant EEG and MRI,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Gelastic
311,,y,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Yelling,Vocalisation,concordant EEG and MRI,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Vocalisation
312,,y,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Grimace,Grimace,concordant EEG and MRI,,,,,,,4.0,,0.8,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000004,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Mimetic Automatisms
313,,y,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Dyscognitive,Dialeptic,concordant EEG and MRI,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
314,y,,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Aura,Aura (Other),post operative seizure freedom 3 yrs,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Non-Specific Aura
315,y,,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,"Dacrystic (yelling, lacrimation, grimacing, sobbing, sad facial expression)",Dacrystic,post operative seizure freedom 3 yrs,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Mimetic Automatisms
316,y,,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Loss of awareness,LOA,post operative seizure freedom 3 yrs,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
317,y,,,"Blumberg J, Fernandez IS, Vendrame M, Oehl B, Tatum WO, Schuele S, et al. Dacrystic seizures: demographic, semiologic, and etiologic insights from a multicenter study in long-term video-EEG monitoring units. Epilepsia 2012; 53(10): 1810-9.",,,Aura,Aura (Other),post operative seizure freedom 3 yrs,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2012,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Non-Specific Aura
319,,,y,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",6,3.0,abnormal hearing,Auditory,"sEEG, seizure free for only 7 months",,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3,2 (1 included),,y,,,2015,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Auditory
320,,,y,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,she cannot speak but is aware of her environment,Aphasia,"sEEG, seizure free for only 7 months",,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Aphasia
321,,,y,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,R sided mouth deviation,Tonic (Mouth),"sEEG, seizure free for only 7 months",1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
322,,,y,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,right hand fiddling,Automatisms (Upper Limb),"sEEG, seizure free for only 7 months",1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
323,,,y,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,dystonic posturing of L hand,Dystonic (Upper Limb),"sEEG, seizure free for only 7 months",1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,sEEG Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
324,y,,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,altered sensation,Somatosensory,Seizure free for 1 yr,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Somatosensory
325,y,,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,something rising from the stomach,Epigastric,Seizure free for 1 yr,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
326,y,,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,oral automatisms,Automatisms (Oral),Seizure free for 1 yr,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
327,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,nausea,Autonomic (GI),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Autonomous-Vegetative
328,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,rising gastric sensation,Aura (Epigastric),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Olfactory
329,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,tachycardia,Autonomic (Cardiac),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Autonomous-Vegetative
330,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,fiddling with righ hand,Automatisms (Upper Limb),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
331,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,dystonic posturing of L arm,Dystonic (Upper Limb),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
332,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,oral automatisms,Automatisms (Oral),"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
333,,y,,"Boscolo Galazzo I, Storti SF, Del Felice A, Pizzini FB, Arcaro C, Formaggio E, et al. Patient-specific detection of cerebral blood flow alterations as assessed by arterial spin labeling in drug-resistant epileptic patients. PLoS One 2015; 10(5): e0123975.",,,inability to speak,Aphasia,"concordant bilateral hippocampal hyperintensity, anterior temporal spikes",,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Aphasia
335,,y,,"Brabec J, Chaudhary S, Ng YT. Ictal priapism as an autonomic manifestation of Panayiotopoulos syndrome. J Child Neurol 2013; 28(12): 1686-8.",1,1.0,head and eye deviation to the right,"Head Version, Eye Version",Concordant imaging (MRI) and neurophys (EEG),1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,,y,,,2013,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Head Version
336,,y,,"Brabec J, Chaudhary S, Ng YT. Ictal priapism as an autonomic manifestation of Panayiotopoulos syndrome. J Child Neurol 2013; 28(12): 1686-8.",,,overall atony,Atonic,Concordant imaging (MRI) and neurophys (EEG),,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2013,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Atonic
337,,y,,"Brabec J, Chaudhary S, Ng YT. Ictal priapism as an autonomic manifestation of Panayiotopoulos syndrome. J Child Neurol 2013; 28(12): 1686-8.",,,staring with dilated pupils,Dialeptic,Concordant imaging (MRI) and neurophys (EEG),,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2013,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
338,,y,,"Brabec J, Chaudhary S, Ng YT. Ictal priapism as an autonomic manifestation of Panayiotopoulos syndrome. J Child Neurol 2013; 28(12): 1686-8.",,,mild cyanosis,Autonomic (Respiratory),Concordant imaging (MRI) and neurophys (EEG),,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2013,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Autonomous-Vegetative
339,,y,,"Brabec J, Chaudhary S, Ng YT. Ictal priapism as an autonomic manifestation of Panayiotopoulos syndrome. J Child Neurol 2013; 28(12): 1686-8.",,,hypersalivation,Autonomic (Hypersalivation),Concordant imaging (MRI) and neurophys (EEG),,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2013,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Autonomous-Vegetative
